编号，内容
48,5月16日（0-24时）本市各区确诊病例、无症状感染者居住地信息

49,上海2022年5月16日，新增本土新冠肺炎确诊病例77例 新增本土无症状感染者746例 无新增境外输入性新冠肺炎确诊病例 新增境外输入性无症状感染者2例

50,5月15日（0-24时）本市各区确诊病例、无症状感染者居住地信息

51,上海2022年5月15日，新增本土新冠肺炎确诊病例69例 新增本土无症状感染者869例 新增境外输入性新冠肺炎确诊病例1例 无新增境外输入性无症状感染者

52,【最新】5月14日（0-24时）本市各区确诊病例、无症状感染者居住地信息

53,上海2022年5月14日，新增本土新冠肺炎确诊病例166例 新增本土无症状感染者1203例 新增境外输入性新冠肺炎确诊病例2例 新增境外输入性无症状感染者2例

54,5月13日（0-24时）本市各区确诊病例、无症状感染者居住地信息

55,上海2022年5月13日，新增本土新冠肺炎确诊病例194例 新增本土无症状感染者1487例 新增境外输入性新冠肺炎确诊病例1例 无新增境外输入性无症状感染者

56,【最新】5月12日（0-24时）本市各区确诊病例、无症状感染者居住地信息

57,上海2022年5月12日，新增本土新冠肺炎确诊病例227例 新增本土无症状感染者1869例 无新增境外输入性新冠肺炎确诊病例 新增境外输入性无症状感染者2例

58,5月11日（0-24时）本市各区确诊病例、无症状感染者居住地信息

59,上海2022年5月11日，新增本土新冠肺炎确诊病例144例 新增本土无症状感染者1305例 无新增境外输入性新冠肺炎确诊病例 新增境外输入性无症状感染者1例

60,5月10日（0-24时）本市各区确诊病例、无症状感染者居住地信息

61,上海2022年5月10日，新增本土新冠肺炎确诊病例228例 新增本土无症状感染者1259例 新增境外输入性新冠肺炎确诊病例1例 新增境外输入性无症状感染者1例

62,5月9日（0-24时）本市各区确诊病例、无症状感染者居住地信息

63,上海2022年5月9日，新增本土新冠肺炎确诊病例234例 新增本土无症状感染者2780例 无新增境外输入性新冠肺炎确诊病例 新增境外输入性无症状感染者3例

64,5月8日（0-24时）本市各区确诊病例、无症状感染者居住地信息

65,上海2022年5月8日，新增本土新冠肺炎确诊病例322例 新增本土无症状感染者3625例 新增境外输入性新冠肺炎确诊病例2例 新增境外输入性无症状感染者1例

66,5月7日（0-24时）本市各区确诊病例、无症状感染者居住地信息

67,上海2022年5月7日，新增本土新冠肺炎确诊病例215例 新增本土无症状感染者3760例 新增境外输入性新冠肺炎确诊病例2例 无新增境外输入性无症状感染者

68,【最新】5月6日（0-24时）本市各区确诊病例、无症状感染者居住地信息

69,上海2022年5月6日，新增本土新冠肺炎确诊病例253例 新增本土无症状感染者3961例 无新增境外输入性新冠肺炎确诊病例 无新增境外输入性无症状感染者

70,5月5日（0-24时）本市各区确诊病例、无症状感染者居住地信息

71,上海2022年5月5日，新增本土新冠肺炎确诊病例245例 新增本土无症状感染者4024例 无新增境外输入性新冠肺炎确诊病例 新增境外输入性无症状感染者2例

72,5月4日（0-24时）本市各区确诊病例、无症状感染者居住地信息

73,上海2022年5月4日，新增本土新冠肺炎确诊病例261例 新增本土无症状感染者4390例 新增境外输入性新冠肺炎确诊病例2例 无新增境外输入性无症状感染者

74,5月3日（0-24时）本市各区确诊病例、无症状感染者居住地信息

75,上海2022年5月3日，新增本土新冠肺炎确诊病例260例 新增本土无症状感染者4722例 新增境外输入性新冠肺炎确诊病例3例 新增境外输入性无症状感染者1例

76,5月2日（0-24时）本市各区确诊病例、无症状感染者居住地信息

77,上海2022年5月2日，新增本土新冠肺炎确诊病例274例 新增本土无症状感染者5395例 无境外输入性新冠肺炎确诊病例 新增境外输入性无症状感染者1例

78,5月1日（0-24时）本市各区确诊病例、无症状感染者居住地信息

79,上海2022年5月1日，新增本土新冠肺炎确诊病例727例 新增本土无症状感染者6606例 新增境外输入性新冠肺炎确诊病例2例 新增境外输入性无症状感染者2例

80,4月30日（0-24时）本市各区确诊病例、无症状感染者居住地信息

81,上海2022年4月30日，新增本土新冠肺炎确诊病例788例 新增本土无症状感染者7084例 新增境外输入性新冠肺炎确诊病例1例 新增境外输入性无症状感染者2例

82,4月29日（0-24时）本市各区确诊病例、无症状感染者居住地信息

83,上海2022年4月29日，新增本土新冠肺炎确诊病例1249例 新增本土无症状感染者8932例 新增境外输入性新冠肺炎确诊病例1例 无新增境外输入性无症状感染者

84,4月28日（0-24时）本市各区确诊病例、无症状感染者居住地信息

85,上海2022年4月28日，新增本土新冠肺炎确诊病例5487例 新增本土无症状感染者9545例 新增境外输入性新冠肺炎确诊病例2例 新增境外输入性无症状感染者2例

86,4月27日（0-24时）本市各区确诊病例、无症状感染者居住地信息

87,4月27日（0-24时）上海新增1292例本土新冠肺炎确诊病例，新增9330例本土无症状感染者

88,4月26日（0-24时）本市各区确诊病例、无症状感染者居住地信息

89,上海2022年4月26日，新增本土新冠肺炎确诊病例1606例 新增本土无症状感染者11956例 无新增境外输入性新冠肺炎确诊病例 无新增境外输入性无症状感染者

90,【最新】4月25日（0-24时）本市各区确诊病例、无症状感染者居住地信息

91,上海2022年4月25日，新增本土新冠肺炎确诊病例1661例 新增本土无症状感染者15319例 无新增境外输入性新冠肺炎确诊病例 无新增境外输入性无症状感染者

92,4月24日（0-24时）本市各区确诊病例、无症状感染者居住地信息

93,上海2022年4月24日，新增本土新冠肺炎确诊病例2472例 新增本土无症状感染者16983例 无新增境外输入性新冠肺炎确诊病例 新增境外输入性无症状感染者1例

94,4月23日（0-24时）本市各区确诊病例、无症状感染者居住地信息

95,上海2022年4月23日，新增本土新冠肺炎确诊病例1401例 新增本土无症状感染者19657例 无新增境外输入性新冠肺炎确诊病例 无新增境外输入性无症状感染者

96,4月22日（0-24时）本市各区确诊病例、无症状感染者居住地信息

97,上海2022年4月22日，新增本土新冠肺炎确诊病例2736例 新增本土无症状感染者20634例 无新增境外输入性新冠肺炎确诊病例 新增境外输入性无症状感染者1例

98,4月21日（0-24时）本市各区确诊病例、无症状感染者居住地信息

99,上海2022年4月21日，新增本土新冠肺炎确诊病例1931例 新增本土无症状感染者15698例 无新增境外输入性新冠肺炎确诊病例 无新增境外输入性无症状感染者

100,4月20日（0-24时）本市各区确诊病例、无症状感染者居住地信息

101,上海2022年4月20日，新增本土新冠肺炎确诊病例2634例 新增本土无症状感染者15861例 新增境外输入性新冠肺炎确诊病例1例 新增境外输入性无症状感染者2例

102,4月19日（0-24时）本市各区确诊病例、无症状感染者居住地信息

103,上海2022年4月19日，新增本土新冠肺炎确诊病例2494例 新增本土无症状感染者16407例 新增境外输入性新冠肺炎确诊病例1例 新增境外输入性无症状感染者1例

104,4月18日（0-24时）本市各区确诊病例、无症状感染者居住地信息

105,4月18日上海新增本土新冠肺炎确诊病例3084例（含既往无症状感染者转为确诊病例974例），本土无症状感染者17332例，实际新增本土阳性感染者19442例 无新增境外输入性新冠肺炎确诊病例 新增境外输入性无症状感染者2例

106,4月17日（0-24时）本市各区确诊病例、无症状感染者居住地信息

107,上海2022年4月17日，新增本土新冠肺炎确诊病例2417例 新增本土无症状感染者19831例 新增境外输入性新冠肺炎确诊病例3例 无新增境外输入性无症状感染者

108,4月16日（0-24时）本市各区确诊病例、无症状感染者居住地信息

109,上海2022年4月16日，新增本土新冠肺炎确诊病例3238例 新增本土无症状感染者21582例 新增境外输入性新冠肺炎确诊病例2例 无新增境外输入性无症状感染者

110,4月15日（0-24时）本市各区确诊病例、无症状感染者居住地信息

111,上海2022年4月15日，新增本土新冠肺炎确诊病例3590例 新增本土无症状感染者19923例 新增境外输入性新冠肺炎确诊病例4例 新增境外输入性无症状感染者2例

112,4月14日（0-24时）本市各区确诊病例、无症状感染者居住地信息

113,上海2022年4月14日，新增本土新冠肺炎确诊病例3200例 新增本土无症状感染者19872例 无新增境外输入性新冠肺炎确诊病例 新增境外输入性无症状感染者1例 治愈出院549例  解除医学观察8071例

114,4月13日（0-24时）本市各区确诊病例、无症状感染者居住地信息

115,上海2022年4月13日，新增本土新冠肺炎确诊病例2573例 新增本土无症状感染者25146例 无新增境外输入性新冠肺炎确诊病例 新增境外输入性无症状感染者1例 治愈出院741例  解除医学观察15406例

116,【最新】4月12日（0-24时）本市各区确诊病例、无症状感染者居住地信息

117,上海2022年4月12日，新增本土新冠肺炎确诊病例1189例 新增本土无症状感染者25141例 新增境外输入性新冠肺炎确诊病例1例 无新增境外输入性无症状感染者 治愈出院341例

118,4月11日（0-24时）本市各区确诊病例、无症状感染者居住地信息

119,上海2022年4月11日，新增本土新冠肺炎确诊病例994例 新增本土无症状感染者22348例 新增境外输入性新冠肺炎确诊病例4例 新增境外输入性无症状感染者1例 治愈出院391例

120,4月10日（0-24时）本市各区确诊病例、无症状感染者居住地信息

121,上海2022年4月10日，新增本土新冠肺炎确诊病例914例 新增本土无症状感染者25173例 新增境外输入性新冠肺炎确诊病例3例 治愈出院298例

122,4月9日（0-24时）本市各区确诊病例、无症状感染者居住地信息

123,上海2022年4月9日，新增本土新冠肺炎确诊病例1006例 新增本土无症状感染者23937例 新增境外输入性新冠肺炎确诊病例9例 新增境外输入性无症状感染者2例 治愈出院227例

124,4月8日（0-24时）本市各区确诊病例、无症状感染者居住地信息

125,上海2022年4月8日，新增本土新冠肺炎确诊病例1015例 新增本土无症状感染者22609例 新增境外输入性新冠肺炎确诊病例2例 新增境外输入性无症状感染者2例 治愈出院119例

126,4月7日（0-24时）本市各区确诊病例、无症状感染者居住地信息

127,上海2022年4月7日，新增本土新冠肺炎确诊病例824例 新增本土无症状感染者20398例 新增境外输入性新冠肺炎确诊病例4例 新增境外输入性无症状感染者3例 治愈出院57例

128,4月6日（0-24时）本市各区确诊病例、无症状感染者居住地信息

129,上海2022年4月6日，新增本土新冠肺炎确诊病例322例 新增本土无症状感染者19660例 新增境外输入性新冠肺炎确诊病例7例 新增境外输入性无症状感染者1例 治愈出院47例

130,4月5日（0-24时）本市各区确诊病例、无症状感染者居住地信息

131,上海2022年4月5日，新增本土新冠肺炎确诊病例311例 新增本土无症状感染者16766例 新增境外输入性新冠肺炎确诊病例4例 新增境外输入性无症状感染者1例 治愈出院41例

132,4月4日（0-24时）本市各区确诊病例、无症状感染者居住地信息

133,上海2022年4月4日，新增本土新冠肺炎确诊病例268例 新增本土无症状感染者13086例 新增境外输入性新冠肺炎确诊病例3例 新增境外输入性无症状感染者2例 治愈出院27例

134,4月3日（0-24时）本市各区确诊病例、无症状感染者居住地信息

135,上海2022年4月3日，新增本土新冠肺炎确诊病例425例 新增本土无症状感染者8581例 新增境外输入性新冠肺炎确诊病例8例 新增境外输入性无症状感染者4例 治愈出院30例

136,4月2日（0-24时）本市各区确诊病例、无症状感染者居住地信息

137,上海2022年4月2日，新增本土新冠肺炎确诊病例438例 新增本土无症状感染者7788例 新增境外输入性新冠肺炎确诊病例6例 新增境外输入性无症状感染者1例 治愈出院31例

138,4月1日（0-24时）本市各区确诊病例、无症状感染者居住地信息

139,上海2022年4月1日，新增本土新冠肺炎确诊病例260例 新增本土无症状感染者6051例 新增境外输入性新冠肺炎确诊病例2例 无新增境外输入性无症状感染者 治愈出院39例

140,3月31日（0-24时）本市各区确诊病例、无症状感染者居住地信息

141,上海2022年3月31日，新增本土新冠肺炎确诊病例358例 新增本土无症状感染者4144例 新增境外输入性新冠肺炎确诊病例7例 新增境外输入性无症状感染者1例 治愈出院26例

142,3月30日（0-24时）本市各区确诊病例、无症状感染者居住地信息

143,上海2022年3月30日，新增本土新冠肺炎确诊病例355例 新增本土无症状感染者5298例 新增境外输入性新冠肺炎确诊病例3例 新增境外输入性无症状感染者1例 治愈出院29例

144,3月29日（0-24时）本市各区确诊病例、无症状感染者居住地信息

145,上海2022年3月29日，新增本土新冠肺炎确诊病例326例 新增本土无症状感染者5656例 新增境外输入性新冠肺炎确诊病例3例 新增境外输入性无症状感染者2例 治愈出院45例

146,3月28日（0-24时）本市各区确诊病例、无症状感染者居住地信息

147,上海2022年3月28日，新增本土新冠肺炎确诊病例96例 新增本土无症状感染者4381例 新增境外输入性新冠肺炎确诊病例11例 新增境外输入性无症状感染者1例 治愈出院28例

148,【最新】3月27日（0-24时）本市各区确诊病例、无症状感染者居住地信息

149,上海2022年3月27日，新增本土新冠肺炎确诊病例50例 新增本土无症状感染者3450例 新增境外输入性新冠肺炎确诊病例10例 新增境外输入性无症状感染者4例 治愈出院37例

150,3月26日（0-24时）本市各区确诊病例、无症状感染者居住地信息

151,上海2022年3月26日，新增本土新冠肺炎确诊病例45例 新增本土无症状感染者2631例 新增境外输入性新冠肺炎确诊病例6例 新增境外输入性无症状感染者2例 治愈出院33例

152,3月25日（0-24时）本市各区确诊病例、无症状感染者居住地信息

153,上海2022年3月25日，新增本土新冠肺炎确诊病例38例 新增本土无症状感染者2231例 新增境外输入性新冠肺炎确诊病例9例 新增境外输入性无症状感染者2例 治愈出院21例  解除医学观察无症状感染者110例

154,3月24日（0-24时）本市各区确诊病例、无症状感染者居住地信息

155,上海2022年3月24日，新增本土新冠肺炎确诊病例29例 新增本土无症状感染者1580例 新增境外输入性新冠肺炎确诊病例12例 新增境外输入性无症状感染者5例 治愈出院63例  解除医学观察无症状感染者209例

156,3月23日（0-24时）本市各区确诊病例、无症状感染者居住地信息

157,上海2022年3月23日，新增本土新冠肺炎确诊病例4例 新增本土无症状感染者979例 新增境外输入性新冠肺炎确诊病例10例 新增境外输入性无症状感染者3例 治愈出院81例  解除医学观察无症状感染者230例

158,3月22日（0-24时）本市各区确诊病例、无症状感染者居住地信息

159,上海2022年3月22日，新增本土新冠肺炎确诊病例4例 新增本土无症状感染者977例 新增境外输入性新冠肺炎确诊病例10例 新增境外输入性无症状感染者4例 治愈出院23例  解除医学观察无症状感染者79例

160,3月21日（0-24时）本市各区确诊病例、无症状感染者居住地信息

161,上海2022年3月21日，新增本土新冠肺炎确诊病例31例 新增本土无症状感染者865例 新增境外输入性新冠肺炎确诊病例8例 新增境外输入性无症状感染者3例 治愈出院140例  解除医学观察无症状感染者186例

162,3月20日（0-24时）本市各区确诊病例、无症状感染者居住地信息

163,上海2022年3月20日，新增本土新冠肺炎确诊病例24例 新增本土无症状感染者734例 新增境外输入性新冠肺炎确诊病例17例 新增境外输入性无症状感染者2例 治愈出院44例  解除医学观察无症状感染者53例

164,3月19日（0-24时）本市各区确诊病例、无症状感染者居住地信息

165,上海2022年3月19日，新增本土新冠肺炎确诊病例17例 新增本土无症状感染者492例 新增境外输入性新冠肺炎确诊病例5例 新增境外输入性无症状感染者2例 治愈出院121例  解除医学观察无症状感染者68例

166,上海2022年3月18日，新增本土新冠肺炎确诊病例8例 新增本土无症状感染者366例 新增境外输入性新冠肺炎确诊病例12例 新增境外输入性无症状感染者6例 治愈出院26例  解除医学观察无症状感染者15例

167,上海2022年3月17日，新增本土新冠肺炎确诊病例57例 新增本土无症状感染者203例 新增境外输入性新冠肺炎确诊病例10例 新增境外输入性无症状感染者2例 治愈出院54例  解除医学观察无症状感染者38例

168,上海2022年3月16日，新增本土新冠肺炎确诊病例8例 新增本土无症状感染者150例 新增境外输入性新冠肺炎确诊病例15例 新增境外输入性无症状感染者6例 治愈出院33例  解除医学观察无症状感染者19例

169,“随申办”上线“居家健康监测证明”服务，部分区已可使用

170,上海2022年3月15日，新增本土新冠肺炎确诊病例5例 新增本土无症状感染者197例 新增境外输入性新冠肺炎确诊病例10例 新增境外输入性无症状感染者1例 治愈出院33例  解除医学观察无症状感染者13例

171,上海2022年3月14日，新增本土新冠肺炎确诊病例9例 新增本土无症状感染者130例 新增境外输入性新冠肺炎确诊病例12例 新增境外输入性无症状感染者3例 治愈出院15例  解除医学观察无症状感染者9例

172,上海2022年3月13日，新增本土新冠肺炎确诊病例41例 新增本土无症状感染者128例 新增境外输入性新冠肺炎确诊病例16例 新增境外输入性无症状感染者2例 治愈出院33例  解除医学观察无症状感染者5例

173,上海新增6例本土确诊病例和55例本土无症状感染者，两地列为中风险地区

174,上海2022年3月12日，新增本土新冠肺炎确诊病例1例 新增本土无症状感染者64例 新增境外输入性新冠肺炎确诊病例13例 新增境外输入性无症状感染者1例 治愈出院26例  解除医学观察无症状感染者11例

175,上海2022年3月11日，新增本土新冠肺炎确诊病例5例 新增本土无症状感染者78例 新增境外输入性新冠肺炎确诊病例22例 新增境外输入性无症状感染者9例 治愈出院20例  解除医学观察无症状感染者3例

176,上海2022年3月10日，新增本土新冠肺炎确诊病例11例 新增本土无症状感染者64例 新增境外输入性新冠肺炎确诊病例32例 新增境外输入性无症状感染者10例 治愈出院17例  解除医学观察无症状感染者7例

177,上海2022年3月9日，新增本土新冠肺炎确诊病例4例 新增本土无症状感染者76例 新增境外输入性新冠肺炎确诊病例42例 新增境外输入性无症状感染者16例 治愈出院18例  解除医学观察无症状感染者13例

178,上海2022年3月8日，新增本土新冠肺炎确诊病例3例 新增本土无症状感染者62例 新增境外输入性新冠肺炎确诊病例26例 新增境外输入性无症状感染者10例 治愈出院32例  解除医学观察无症状感染者7例

179,上海2022年3月7日，新增本土新冠肺炎确诊病例4例 新增本土无症状感染者51例 新增境外输入性新冠肺炎确诊病例36例 新增境外输入性无症状感染者10例 治愈出院27例  解除医学观察无症状感染者10例

180,上海2022年3月6日，新增本土新冠肺炎确诊病例3例 新增本土无症状感染者45例 新增境外输入性新冠肺炎确诊病例32例 新增境外输入性无症状感染者16例 解除医学观察无症状感染者16例 治愈出院65例

181,上海2022年3月5日，无新增本土新冠肺炎确诊病例 新增本土无症状感染者28例 新增境外输入性新冠肺炎确诊病例25例 新增境外输入性无症状感染者10例 解除医学观察无症状感染者4例 治愈出院8例

182,上海2022年3月4日，新增本土新冠肺炎确诊病例3例 新增本土无症状感染者16例 新增境外输入性新冠肺炎确诊病例24例 新增境外输入性无症状感染者10例 治愈出院12例

183,上海2022年3月3日，新增本土新冠肺炎确诊病例2例 新增本土无症状感染者14例 新增境外输入性新冠肺炎确诊病例43例 新增境外输入性无症状感染者21例 解除医学观察无症状感染者1例 治愈出院9例

184,上海2022年3月2日，新增本土新冠肺炎确诊病例3例 新增本土无症状感染者5例 新增境外输入性新冠肺炎确诊病例39例 新增境外输入性无症状感染者19例 解除医学观察无症状感染者2例 治愈出院8例

185,上海2022年3月1日，新增本土新冠肺炎确诊病例1例 新增本土无症状感染者1例 新增境外输入性新冠肺炎确诊病例37例 新增境外输入性无症状感染者17例 解除医学观察无症状感染者1例 治愈出院8例

186,上海2022年2月28日，无新增本土新冠肺炎确诊病例 新增本土无症状感染者3例 新增境外输入性新冠肺炎确诊病例40例 新增境外输入性无症状感染者12例 治愈出院12例

187,上海2022年2月27日，无新增本土新冠肺炎确诊病例 新增本土无症状感染者1例 新增境外输入性新冠肺炎确诊病例45例 新增境外输入性无症状感染者10例 治愈出院10例

188,上海2022年2月26日，无新增本土新冠肺炎确诊病例 新增本土无症状感染者1例 新增境外输入性新冠肺炎确诊病例43例 新增境外输入性无症状感染者11例 治愈出院11例

189,上海2022年2月25日，无新增本土新冠肺炎确诊病例 新增本土无症状感染者1例 新增境外输入性新冠肺炎确诊病例55例 新增境外输入性无症状感染者19例 治愈出院10例

190,上海2022年2月24日，无新增本土新冠肺炎确诊病例 新增本土无症状感染者1例 新增境外输入性新冠肺炎确诊病例59例 新增境外输入性无症状感染者22例 治愈出院8例

191,上海2022年2月23日，无新增本土新冠肺炎确诊病例 新增境外输入性新冠肺炎确诊病例24例 新增境外输入性无症状感染者8例 治愈出院8例

192,上海2022年2月22日，无新增本土新冠肺炎确诊病例 新增境外输入性新冠肺炎确诊病例49例 新增境外输入性无症状感染者8例 治愈出院10例

193,上海2022年2月21日，无新增本土新冠肺炎确诊病例 新增境外输入性新冠肺炎确诊病例32例 新增境外输入性无症状感染者1例 治愈出院7例

194,上海2022年2月20日，无新增本土新冠肺炎确诊病例 新增本土无症状感染者2例 新增境外输入性新冠肺炎确诊病例27例 新增境外输入性无症状感染者3例 治愈出院3例

195,上海2022年2月19日，无新增本土新冠肺炎确诊病例 新增境外输入23例  治愈出院13例

196,上海2022年2月18日，无新增本土新冠肺炎确诊病例 新增境外输入性新冠肺炎确诊病例18例 新增境外输入性无症状感染者3例 治愈出院11例

197,上海2022年2月17日，无新增本土新冠肺炎确诊病例 新增境外输入13例  治愈出院16例

198,上海2022年2月16日，无新增本土新冠肺炎确诊病例 新增境外输入性新冠肺炎确诊病例9例 新增境外输入性无症状感染者1例 治愈出院19例

199,上海2022年2月15日，无新增本土新冠肺炎确诊病例 新增境外输入13例  治愈出院11例

200,上海2022年2月14日，无新增本土新冠肺炎确诊病例 新增境外输入6例  治愈出院13例

